,最新价,涨跌_今日,股票代码,公司名称,今日主力流入_元,所属模块,涨跌_5日,涨跌_10日,主力净占比_5日,主力净占比_10日,主力净占比_今日,排名_今日,排名_5日,排名_10日
326,11.87,4.03,300793,佳禾智能,5848618.0,消费电子,0.34,-4.35,-3.78,-2.74,7.53,660.0,3498,3180
327,5.12,0.99,300225,金力泰,2437794.0,化学制品,-2.85,-8.73,-4.01,-4.34,7.51,661.0,3617,4166
328,7.86,3.83,002860,星帅尔,2247979.0,家电行业,1.16,-4.26,3.83,1.96,7.51,663.0,373,583
329,9.64,7.11,300901,中胤时尚,7848301.0,纺织服装,7.95,5.7,-1.16,-1.67,7.5,664.0,2055,2447
330,35.74,2.44,301280,珠城科技,2250031.0,电子元件,0.62,-5.6,2.14,-1.39,7.5,666.0,703,2239
331,10.94,0.74,300642,透景生命,606092.0,医疗器械,-3.1,-6.42,-6.11,-6.39,7.5,667.0,4483,4923
332,17.03,0.77,002601,龙佰集团,11557001.0,化学原料,-6.07,-10.7,-0.81,-2.91,7.49,668.0,1875,3311
333,14.06,4.93,301137,哈焊华通,3296322.0,通用设备,4.54,0.43,2.28,0.34,7.46,672.0,670,1177
334,14.86,5.39,300711,广哈通信,12080712.0,通信设备,3.92,-2.94,0.58,-3.71,7.44,674.0,1195,3821
335,7.43,3.05,000920,沃顿科技,1633779.0,环保行业,3.48,-1.07,1.62,-2.92,7.43,676.0,851,3320
336,3.68,0.55,002548,金新农,1240272.0,农牧饲渔,-6.6,-5.88,-8.61,-9.4,7.42,679.0,5030,5307
337,5.69,1.97,000676,智度股份,18302580.0,互联网服务,4.98,1.07,1.13,-2.0,7.35,683.0,1006,2678
338,20.61,2.59,301067,显盈科技,6383348.0,消费电子,-3.01,-16.79,0.27,-2.92,7.34,685.0,1333,3317
339,13.51,1.66,000025,特  力Ａ,1905797.0,珠宝首饰,-2.24,-2.03,-4.52,-4.77,7.32,694.0,3866,4400
340,7.09,3.65,002786,银宝山新,6260163.0,专用设备,-1.53,-6.34,-3.59,-3.82,7.31,696.0,3388,3886
341,19.93,3.1,002955,鸿合科技,2379363.0,光学光电子,-1.53,-11.54,3.31,-2.2,7.3,697.0,450,2813
342,4.57,2.93,002255,海陆重工,2108233.0,电源设备,0.88,-2.77,-0.3,-0.13,7.26,701.0,1648,1468
343,14.14,1.8,300360,炬华科技,4529362.0,电网设备,-6.73,-12.39,-4.91,-2.83,7.25,703.0,4026,3246
344,12.31,-0.89,300740,水羊股份,3609031.0,美容护理,-5.53,-6.39,1.81,1.36,7.25,704.0,794,756
345,23.71,2.11,300959,线上线下,1356035.0,通信服务,0.38,-3.42,-4.35,-3.09,7.25,706.0,3792,3432
346,13.61,2.87,300578,会畅通讯,6136587.0,通信服务,-2.92,-8.23,-2.79,-2.38,7.23,708.0,2943,2939
347,5.5,2.42,300830,金现代,1376403.0,软件开发,3.58,-5.66,-3.13,-6.17,7.22,709.0,3149,4871
348,9.24,6.7,002543,万和电气,6315750.0,家电行业,1.99,-2.74,2.54,-2.58,7.2,712.0,608,3070
349,12.58,1.13,300869,康泰医学,1001699.0,医疗器械,-2.56,-3.97,-5.15,-2.28,7.19,715.0,4125,2875
350,28.62,11.49,301533,威马农机,11348462.0,专用设备,5.22,7.35,-4.31,-1.52,7.18,717.0,3773,2341
351,8.4,3.45,002637,赞宇科技,1242298.0,化学制品,-1.64,-3.0,-0.9,1.25,7.18,718.0,1918,787
352,5.65,6.81,000404,长虹华意,16493115.0,家电行业,6.2,2.73,2.28,0.36,7.17,719.0,665,1161
353,23.24,1.13,002831,裕同科技,2508553.0,造纸印刷,-3.45,-5.72,7.75,7.67,7.15,724.0,113,58
354,1.25,1.63,300266,兴源环境,955374.0,环保行业,3.31,-4.58,5.32,-1.03,7.14,726.0,235,1987
355,35.54,1.78,301293,三博脑科,8637017.0,医疗服务,-0.06,-0.25,0.79,0.01,7.14,727.0,1116,1340
356,22.15,3.75,300791,仙乐健康,3315570.0,食品饮料,-0.54,-5.66,2.0,1.63,7.14,728.0,739,683
357,17.0,3.03,300921,南凌科技,3036823.0,通信服务,0.71,-9.09,-1.92,-6.59,7.13,729.0,2472,4971
358,51.35,1.8,301525,儒竞科技,2304171.0,通用设备,0.88,-5.87,3.35,-4.27,7.04,735.0,445,4136
359,3.01,0.67,002485,ST雪发,132109.0,纺织服装,-1.95,0.67,4.1,10.42,7.04,736.0,351,22
360,1.75,6.06,000816,智慧农业,5005061.0,通用设备,2.34,-7.89,-3.32,-1.32,7.03,737.0,3249,2193
361,189.35,0.86,300750,宁德时代,311780864.0,电池,-0.05,5.31,0.27,0.85,7.03,738.0,1330,943
362,17.98,0.95,300226,上海钢联,28862746.0,互联网服务,9.1,8.38,5.22,3.67,7.0,746.0,242,277
363,2.49,2.47,000677,恒天海龙,1439630.0,化纤行业,0.4,-5.32,0.88,-3.96,6.98,747.0,1090,3966
364,5.17,2.17,000061,农 产 品,1792637.0,贸易行业,0.98,0.98,3.1,4.97,6.98,749.0,495,156
365,22.61,3.1,000408,藏格矿业,18681995.0,化肥行业,-4.72,-8.28,-1.44,-2.13,6.97,752.0,2204,2762
366,4.18,-0.95,000862,银星能源,3078928.0,电力行业,-3.91,-9.72,2.7,-3.24,6.96,753.0,583,3526
367,14.19,1.72,002886,沃特股份,5504961.0,塑料制品,-3.01,0.35,-1.55,1.73,6.96,754.0,2256,655
368,5.2,0.78,002153,石基信息,2799630.0,软件开发,-3.17,-7.14,-2.19,-1.46,6.95,756.0,2617,2285
369,11.31,2.54,002757,南兴股份,2095584.0,专用设备,-0.35,-3.74,-1.86,-1.15,6.91,763.0,2438,2079
370,10.16,7.4,002046,国机精工,16439357.0,通用设备,6.61,3.99,6.24,2.42,6.9,765.0,167,476
371,5.76,2.13,300575,中旗股份,1299692.0,农药兽药,-6.95,-9.15,2.6,-0.11,6.9,766.0,598,1458
372,24.33,-0.25,300482,万孚生物,3536891.0,医疗器械,-3.26,-3.45,2.28,-0.13,6.9,768.0,671,1472
373,3.85,1.85,000725,京东方Ａ,92025312.0,光学光电子,-5.41,-10.47,-8.69,-8.57,6.87,770.0,5042,5249
374,17.74,9.24,300045,华力创通,62446389.0,计算机设备,2.6,1.08,-1.13,-2.51,6.87,771.0,2033,3023
375,6.75,1.66,002852,道道全,1831509.0,食品饮料,-6.38,-11.65,-4.29,-4.42,6.86,773.0,3758,4212
376,7.49,5.64,300581,晨曦航空,8536486.0,航天航空,5.64,5.34,1.66,-0.73,6.85,774.0,834,1815
377,2.34,1.3,300006,莱美药业,822772.0,化学制药,0.43,-3.31,0.7,-0.1,6.83,776.0,1152,1450
378,15.44,2.32,002709,天赐材料,20369724.0,化学制品,-5.51,-6.54,-7.56,-5.16,6.82,777.0,4872,4544
379,17.86,4.02,003029,吉大正元,14436763.0,软件开发,9.91,5.56,4.5,2.47,6.81,778.0,319,459
380,13.05,4.07,300447,全信股份,11417411.0,电网设备,14.88,12.4,5.75,4.12,6.79,779.0,204,231
381,7.75,3.47,000810,创维数字,4959634.0,通信设备,-1.65,-5.6,-3.32,-5.21,6.79,781.0,3250,4567
382,19.75,2.97,301359,东南电子,2137968.0,电子元件,1.91,-4.91,-2.61,-3.05,6.79,783.0,2841,3402
383,11.26,3.21,002552,宝鼎科技,3364395.0,通用设备,-6.09,-22.08,-3.39,-6.44,6.78,784.0,3291,4937
384,34.42,6.07,001270,铖昌科技,20140756.0,半导体,8.72,14.5,1.9,0.91,6.77,787.0,767,908
385,4.0,1.78,300055,万邦达,916932.0,环保行业,1.27,-4.31,-0.76,-0.39,6.77,789.0,1850,1608
386,9.88,7.16,300733,西菱动力,4034123.0,汽车零部件,3.78,-4.63,1.41,-1.66,6.76,791.0,906,2439
387,4.81,2.12,002451,摩恩电气,1364401.0,电网设备,2.78,-2.83,-1.58,-3.07,6.76,792.0,2267,3417
388,3.77,2.45,002386,天原股份,1058689.0,化学原料,0.53,-3.83,0.38,-0.13,6.76,793.0,1289,1469
389,11.5,0.35,002930,宏川智慧,1032803.0,物流行业,-3.44,-3.36,-1.77,-0.56,6.71,798.0,2396,1706
390,7.3,3.11,002238,天威视讯,3237687.0,文化传媒,0.27,-2.54,-1.72,-1.25,6.69,800.0,2356,2151
391,3.83,2.68,300352,北信源,3318012.0,软件开发,2.41,0.26,-3.03,-2.77,6.68,802.0,3081,3199
392,8.59,1.9,002416,爱施德,3156651.0,商业百货,-0.35,-2.94,4.06,3.25,6.68,803.0,354,331
393,29.23,3.0,301326,捷邦科技,4754416.0,消费电子,-3.44,-13.88,2.71,-0.55,6.68,804.0,579,1699
394,5.37,3.27,002614,奥佳华,1554139.0,家电行业,0.19,-2.01,6.06,4.66,6.66,806.0,181,180
395,3.04,1.0,000692,惠天热电,761236.0,公用事业,4.11,2.7,2.02,0.78,6.66,807.0,735,979
396,46.87,1.76,301345,涛涛车业,3157923.0,交运设备,-2.44,-8.78,4.92,-1.78,6.65,808.0,276,2530
397,19.34,1.79,002597,金禾实业,2518976.0,食品饮料,-4.26,-3.3,-6.51,-4.84,6.64,809.0,4599,4433
398,34.73,1.79,301536,星宸科技,5719778.0,电子元件,-8.53,-5.96,-7.04,-5.26,6.61,811.0,4750,4588
399,28.78,2.9,002841,视源股份,3415507.0,消费电子,-5.05,0.31,-0.78,-2.18,6.61,812.0,1861,2802
400,18.08,4.63,002050,三花智控,64903259.0,家电行业,-5.83,-5.09,-4.14,-4.44,6.6,813.0,3672,4223
401,7.49,5.49,300635,中达安,2826806.0,工程咨询服务,6.54,0.27,-0.64,-0.96,6.6,814.0,1790,1943
402,26.42,3.12,300915,海融科技,1175507.0,食品饮料,0.42,-1.01,4.55,1.83,6.58,816.0,313,628
403,161.89,0.4,301589,诺瓦星云,4066713.0,计算机设备,-9.91,-13.15,-1.45,-1.36,6.57,817.0,2215,2223
404,46.17,2.15,300049,福瑞股份,6765519.0,医疗器械,-4.01,-11.06,-0.12,-1.53,6.56,818.0,1551,2351
405,3.98,2.58,000565,渝三峡Ａ,658911.0,化学制品,1.02,-4.56,1.08,-2.53,6.55,819.0,1026,3043
406,20.26,5.03,300722,新余国科,17162667.0,航天航空,8.11,9.4,0.66,-0.47,6.54,820.0,1165,1655
407,18.54,3.23,300286,安科瑞,3129295.0,电网设备,-1.28,-7.11,0.51,-6.82,6.54,821.0,1237,5026
408,23.99,2.87,300557,理工光科,4649879.0,仪器仪表,1.01,-5.77,0.16,-4.01,6.51,824.0,1369,3995
409,17.7,7.01,300762,上海瀚讯,63626379.0,通信设备,20.9,10.63,3.31,-2.64,6.5,825.0,448,3106
410,1.43,1.42,002486,嘉麟杰,556098.0,纺织服装,2.14,-2.05,-8.96,-5.11,6.5,826.0,5093,4531
411,18.09,3.43,301029,怡合达,4159380.0,通用设备,-0.82,-1.2,-1.14,-1.43,6.49,829.0,2045,2269
412,10.57,3.02,002961,瑞达期货,1332196.0,多元金融,1.25,-2.04,2.4,1.27,6.49,830.0,641,781
413,3.7,1.65,001896,豫能控股,2053296.0,电力行业,-1.33,-8.42,-4.96,-11.01,6.48,831.0,4047,5366
414,9.65,3.32,300778,新城市,3165853.0,工程咨询服务,-1.03,-6.31,-0.57,-1.81,6.48,832.0,1761,2549
415,24.52,5.01,301107,瑜欣电子,2061336.0,通用设备,3.42,-2.47,2.22,-0.14,6.48,833.0,685,1481
416,4.93,1.65,000498,山东路桥,1549063.0,工程建设,-0.4,-0.4,6.66,1.99,6.45,836.0,151,574
417,3.72,1.64,300289,利德曼,956988.0,医疗器械,0.27,-4.12,-0.39,-0.07,6.45,837.0,1687,1432
418,6.24,1.3,000919,金陵药业,1183177.0,中药,-0.64,-2.35,1.94,-1.65,6.43,838.0,753,2434
419,9.95,0.71,001318,阳光乳业,625314.0,食品饮料,-2.16,-3.21,-1.07,-1.39,6.43,839.0,2013,2238
420,3.6,1.98,300182,捷成股份,8141705.0,文化传媒,-1.64,-1.64,-6.37,-2.44,6.41,841.0,4550,2975
421,9.57,0.53,002399,海普瑞,1937708.0,化学制药,-2.94,8.75,-6.74,-1.77,6.41,842.0,4663,2517
422,22.74,3.84,001332,锡装股份,881458.0,专用设备,3.22,1.79,6.35,2.94,6.39,844.0,161,376
423,3.77,0.27,300326,凯利泰,1070294.0,医疗器械,-0.79,-1.57,1.08,-0.05,6.38,846.0,1025,1418
424,47.94,2.96,002025,航天电器,19140481.0,电子元件,6.16,11.59,-0.67,-1.97,6.37,849.0,1799,2663
425,11.86,2.07,000985,大庆华科,583593.0,化学制品,1.45,-2.39,0.24,-4.02,6.35,853.0,1340,3998
426,6.06,5.21,002414,高德红外,12784099.0,电子元件,0.0,-2.1,-0.62,-1.38,6.34,854.0,1781,2232
427,254.95,1.82,002594,比亚迪,201690880.0,汽车整车,-3.45,-2.92,-4.86,-3.82,6.34,855.0,4009,3885
428,14.74,3.58,300731,科创新源,4704958.0,橡胶制品,4.17,1.31,1.09,0.58,6.34,856.0,1020,1061
429,2.49,1.22,300094,国联水产,2402012.0,食品饮料,-1.19,-2.73,-1.93,-1.99,6.32,859.0,2474,2673
430,5.93,-1.33,002910,庄园牧场,1370431.0,食品饮料,-3.73,-2.95,-7.27,-6.2,6.32,860.0,4822,4880
431,12.9,1.34,003038,鑫铂股份,2365920.0,有色金属,-4.02,-9.22,2.54,2.1,6.32,861.0,609,549
432,1.33,3.91,300197,节能铁汉,3874114.0,环保行业,1.53,-4.32,-4.25,-3.67,6.31,862.0,3730,3799
433,16.05,1.65,300880,迦南智能,2300020.0,电网设备,-1.17,-10.54,-3.69,-8.97,6.31,864.0,3456,5275
434,19.6,3.05,300984,金沃股份,463369.0,通用设备,1.66,-5.54,-0.7,-10.75,6.31,865.0,1817,5361
435,5.31,-0.93,000883,湖北能源,6741875.0,电力行业,-3.63,-7.17,1.21,0.95,6.3,866.0,981,889
436,12.17,0.83,002290,禾盛新材,747359.0,家电行业,-3.87,-4.47,-3.16,-3.13,6.29,871.0,3165,3460
437,50.35,3.64,001306,夏厦精密,3033530.0,通用设备,1.7,-0.3,0.28,-3.7,6.29,872.0,1328,3818
438,2.71,1.5,000959,首钢股份,2093134.0,钢铁行业,-1.81,-1.45,0.96,5.08,6.28,873.0,1060,149
439,14.52,1.26,000893,亚钾国际,7158854.0,化肥行业,-1.29,-7.98,1.3,-1.63,6.27,874.0,949,2417
440,23.06,1.23,000034,神州数码,17702824.0,计算机设备,-4.91,0.13,-3.07,-3.96,6.26,877.0,3106,3964
441,11.27,2.36,300532,今天国际,1979556.0,互联网服务,-1.31,-5.69,-2.93,-4.77,6.26,879.0,3022,4399
442,12.7,2.09,001209,洪兴股份,698812.0,纺织服装,-1.24,-5.08,-2.63,-0.86,6.26,880.0,2854,1892
443,91.15,4.67,300394,天孚通信,101834565.0,通信设备,-0.07,-4.04,3.19,0.7,6.25,881.0,480,1015
444,12.02,1.78,000948,南天信息,2563463.0,软件开发,-1.48,-2.99,-3.45,-3.95,6.24,882.0,3326,3961
445,15.76,6.49,300533,冰川网络,18292904.0,游戏,5.56,16.4,1.84,3.12,6.23,883.0,783,351
446,11.31,2.63,300416,苏试试验,5679707.0,专业服务,-2.16,0.18,-2.19,-0.71,6.23,884.0,2616,1800
447,14.97,3.81,300151,昌红科技,2723631.0,专用设备,0.67,0.47,-0.4,-2.4,6.2,886.0,1693,2949
448,10.33,2.58,002011,盾安环境,5419568.0,家电行业,-1.99,-4.17,-7.02,-7.93,6.16,894.0,4743,5192
449,6.79,17.47,300175,朗源股份,38661605.0,食品饮料,12.05,3.51,1.5,-2.65,6.15,895.0,883,3114
450,18.63,2.19,301307,美利信,1666961.0,通信设备,-1.53,-5.81,-4.1,-3.53,6.14,896.0,3655,3705
451,42.03,1.08,300373,扬杰科技,20010036.0,半导体,-5.25,1.25,-6.1,-4.5,6.11,898.0,4474,4252
